instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
524545,2049,CHENNPETRO,CHENNAI PETROLEUM CORP LT,0,,0,0.05,1,EQ,NSE,NSE
175361,685,CHOLAFIN,CHOLAMANDALAM IN & FIN CO,0,,0,0.05,1,EQ,NSE,NSE
5565441,21740,CHOLAHLDNG,CHOLAMANDALAM FIN HOL,0,,0,0.05,1,EQ,NSE,NSE
1316353,5142,CIGNITITEC,CIGNITI TECHNOLOGIES,0,,0,0.05,1,EQ,NSE,NSE
6953217,27161,CINELINE,CINELINE INDIA,0,,0,0.05,1,EQ,NSE,NSE
177665,694,CIPLA,CIPLA,0,,0,0.05,1,EQ,NSE,NSE
5177089,20223,CLEDUCATE,CL EDUCATE,0,,0,0.05,1,EQ,NSE,NSE
183041,715,CLNINDIA,CLARIANT CHEMICALS (INDIA,0,,0,0.05,1,EQ,NSE,NSE
891393,3482,CLSEL,CHAMAN LAL SETIA EXP,0,,0,0.05,1,EQ,NSE,NSE
4898049,19133,CMICABLES,CMI,0,,0,0.05,1,EQ,NSE,NSE
5215745,20374,COALINDIA,COAL INDIA,0,,0,0.05,1,EQ,NSE,NSE
5506049,21508,COCHINSHIP,COCHIN SHIPYARD,0,,0,0.05,1,EQ,NSE,NSE
2858241,11165,COFFEEDAY,COFFEE DAY ENTERPRISE,0,,0,0.05,1,EQ,NSE,NSE
2955009,11543,COFORGE,COFORGE,0,,0,0.05,1,EQ,NSE,NSE
3876097,15141,COLPAL,COLGATE PALMOLIVE.,0,,0,0.05,1,EQ,NSE,NSE
4513793,17632,COMPINFO,COMPUAGE INFOCOM,0,,0,0.05,1,EQ,NSE,NSE
7971329,31138,COMPUSOFT,COMPUCOM SOFTWARE,0,,0,0.05,1,EQ,NSE,NSE
1215745,4749,CONCOR,CONTAINER CORP OF IND,0,,0,0.05,1,EQ,NSE,NSE
2620929,10238,CONFIPET,CONFIDENCE PETRO IND.,0,,0,0.05,1,EQ,NSE,NSE
3003137,11731,CONSOFINVT,CONSO. FIN. & HOLD..,0,,0,0.05,1,EQ,NSE,NSE
4474113,17477,CONTROLPR,CONTROL PRINT,0,,0,0.05,1,EQ,NSE,NSE
1025793,4007,CORALFINAC,CORAL INDIA FIN & HOUS LT,0,,0,0.05,1,EQ,NSE,NSE
3909377,15271,CORDSCABLE,CORDS CABLE INDUS.,0,,0,0.05,1,EQ,NSE,NSE
189185,739,COROMANDEL,COROMANDEL INTERNTL.,0,,0,0.05,1,EQ,NSE,NSE
189953,742,COSMOFILMS,COSMO FILMS,0,,0,0.05,1,EQ,NSE,NSE
4348417,16986,COUNCODOS,COUNTRY CONDO'S,0,,0,0.05,1,EQ,NSE,NSE
595969,2328,CPSEETF,CPSE ETF,0,,0,0.01,1,EQ,NSE,NSE
730625,2854,CRAFTSMAN,CRAFTSMAN AUTOMATION,0,,0,0.05,1,EQ,NSE,NSE
2855681,11155,CREATIVE,CREATIVE PERI & DIST.,0,,0,0.05,1,EQ,NSE,NSE
2402305,9384,CREATIVEYE,CREATIVE EYE,0,,0,0.05,1,EQ,NSE,NSE
1131777,4421,CREDITACC,CREDITACCESS GRAMEEN,0,,0,0.05,1,EQ,NSE,NSE
3558401,13900,CREST,CREST VENTURES,0,,0,0.05,1,EQ,NSE,NSE
193793,757,CRISIL,CRISIL,0,,0,0.05,1,EQ,NSE,NSE
4376065,17094,CROMPTON,CROMPT GREA CON ELEC,0,,0,0.05,1,EQ,NSE,NSE
3831297,14966,CSBBANK,CSB BANK,0,,0,0.05,1,EQ,NSE,NSE
3639809,14218,CTE,CAMBRIDGE TECH ENTER,0,,0,0.05,1,EQ,NSE,NSE
1459457,5701,CUB,CITY UNION BANK,0,,0,0.05,1,EQ,NSE,NSE
486657,1901,CUMMINSIND,CUMMINS INDIA,0,,0,0.05,1,EQ,NSE,NSE
4741121,18520,CUPID,CUPID,0,,0,0.05,1,EQ,NSE,NSE
3031553,11842,CYBERMEDIA,CYBER MEDIA (INDIA).,0,,0,0.05,1,EQ,NSE,NSE
1549057,6051,CYBERTECH,CYBERTECH SYSTEMS & SOFTW,0,,0,0.05,1,EQ,NSE,NSE
1471489,5748,CYIENT,CYIENT,0,,0,0.05,1,EQ,NSE,NSE
3536897,13816,DAAWAT,LT FOODS,0,,0,0.05,1,EQ,NSE,NSE
197633,772,DABUR,DABUR INDIA,0,,0,0.05,1,EQ,NSE,NSE
2067201,8075,DALBHARAT,DALMIA BHARAT,0,,0,0.05,1,EQ,NSE,NSE
199937,781,DALMIASUG,DALMIA BHARAT SUG IN,0,,0,0.05,1,EQ,NSE,NSE
4490497,17541,DAMODARIND,DAMODAR INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
2924289,11423,DATAMATICS,DATAMATICS GLOBAL SER,0,,0,0.05,1,EQ,NSE,NSE
4577537,17881,DBCORP,D.B.CORP,0,,0,0.05,1,EQ,NSE,NSE
4630017,18086,DBL,DILIP BUILDCON,0,,0,0.05,1,EQ,NSE,NSE
4639745,18124,DBREALTY,D B REALTY,0,,0,0.05,1,EQ,NSE,NSE
7963393,31107,DBSTOCKBRO,DB (INT) STOCK BROKERS,0,,0,0.05,1,EQ,NSE,NSE
5556225,21704,DCAL,DISHMAN CARBO AMCIS,0,,0,0.05,1,EQ,NSE,NSE
3513601,13725,DCBBANK,DCB BANK,0,,0,0.05,1,EQ,NSE,NSE
206081,805,DCM,DCM,0,,0,0.05,1,EQ,NSE,NSE
1222401,4775,DCMFINSERV,DCM FINANCIAL SERVICES LT,0,,0,0.05,1,EQ,NSE,NSE
2825985,11039,DCMNVL,DCM NOUVELLE,0,,0,0.05,1,EQ,NSE,NSE
207617,811,DCMSHRIRAM,DCM SHRIRAM,0,,0,0.05,1,EQ,NSE,NSE
209153,817,DCW,DCW,0,,0,0.05,1,EQ,NSE,NSE
3798529,14838,DECCANCE,DECCAN CEMENTS,0,,0,0.05,1,EQ,NSE,NSE
211713,827,DEEPAKFERT,DEEPAK FERTILIZERS & PETR,0,,0,0.05,1,EQ,NSE,NSE
5105409,19943,DEEPAKNTR,DEEPAK NITRITE,0,,0,0.05,1,EQ,NSE,NSE
4670465,18244,DEEPENR,DEEP ENE RESOURCES,0,,0,0.05,1,EQ,NSE,NSE
842753,3292,DEEPINDS,DEEP INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
3851265,15044,DELTACORP,DELTA CORP,0,,0,0.05,1,EQ,NSE,NSE
310785,1214,DELTAMAGNT,DELTA MANUFACTURING,0,,0,0.05,1,EQ,NSE,NSE
4536833,17722,DEN,DEN NETWORKS,0,,0,0.05,1,EQ,NSE,NSE
1095425,4279,DENORA,DE NORA INDIA,0,,0,0.05,1,EQ,NSE,NSE
4933377,19271,DFMFOODS,DFM FOODS,0,,0,0.05,1,EQ,NSE,NSE
2648577,10346,DGCONTENT,DIGICONTENT,0,,0,0.05,1,EQ,NSE,NSE
219393,857,DHAMPURSUG,DHAMPUR SUGAR MILLS.,0,,0,0.05,1,EQ,NSE,NSE
2907905,11359,DHANBANK,DHANLAXMI BANK,0,,0,0.05,1,EQ,NSE,NSE
3938305,15384,DHANI,DHANI SERVICES,0,,0,0.05,1,EQ,NSE,NSE
6248705,24409,DHANUKA,DHANUKA AGRITECH,0,,0,0.05,1,EQ,NSE,NSE
221697,866,DHARSUGAR,DHARANI SUGARS & CHEMICAL,0,,0,0.05,1,EQ,NSE,NSE
215553,842,DHFL,DEWAN HOUSING FIN CORP LT,0,,0,0.05,1,EQ,NSE,NSE
5691649,22233,DHUNINV,DHUNSERI INVESTMENTS,0,,0,0.05,1,EQ,NSE,NSE
5591041,21840,DIAMONDYD,PRATAAP SNACKS,0,,0,0.05,1,EQ,NSE,NSE
179969,703,DICIND,DIC INDIA,0,,0,0.05,1,EQ,NSE,NSE
4270849,16683,DIGISPICE,DIGISPICE TECHNOLOGIES LT,0,,0,0.05,1,EQ,NSE,NSE
3721473,14537,DISHTV,DISH TV INDIA.,0,,0,0.05,1,EQ,NSE,NSE
2800641,10940,DIVISLAB,DIVI'S LABORATORIES,0,,0,0.05,1,EQ,NSE,NSE
5552641,21690,DIXON,DIXON TECHNO (INDIA),0,,0,0.05,1,EQ,NSE,NSE
3771393,14732,DLF,DLF,0,,0,0.05,1,EQ,NSE,NSE
4569857,17851,DLINKINDIA,D-LINK INDIA,0,,0,0.05,1,EQ,NSE,NSE
5097729,19913,DMART,AVENUE SUPERMARTS,0,,0,0.05,1,EQ,NSE,NSE
164097,641,DNAMEDIA,DILIGENT MEDIA CORP.,0,,0,0.05,1,EQ,NSE,NSE
3103745,12124,DOLAT,DOLAT INVESTMENTS,0,,0,0.05,1,EQ,NSE,NSE
5263361,20560,DOLLAR,DOLLAR INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
3542785,13839,DONEAR,DONEAR IND.,0,,0,0.05,1,EQ,NSE,NSE
239617,936,DPABHUSHAN,D. P. ABHUSHAN,0,,0,0.05,1,EQ,NSE,NSE
3947265,15419,DPSCLTD,DPSC,0,,0,0.05,1,EQ,NSE,NSE
4326401,16900,DPWIRES,D P WIRES,0,,0,0.05,1,EQ,NSE,NSE
2885377,11271,DREDGECORP,DREDGING CORP OF INDIA,0,,0,0.05,1,EQ,NSE,NSE
225537,881,DRREDDY,DR. REDDY'S LABORATORIES,0,,0,0.05,1,EQ,NSE,NSE
6576641,25690,DSSL,DYNACONS SYS & SOLN,0,,0,0.05,1,EQ,NSE,NSE
1594113,6227,DTIL,DHUNSERI TEA & IND..,0,,0,0.05,1,EQ,NSE,NSE
7411713,28952,DUCON,DUCON INFRATECHNOLOGIES L,0,,0,0.05,1,EQ,NSE,NSE
3894785,15214,DVL,DHUNSERI VENTURES,0,,0,0.05,1,EQ,NSE,NSE
2986753,11667,DWARKESH,DWARIKESH SUGAR IND,0,,0,0.05,1,EQ,NSE,NSE
1158401,4525,DYNAMATECH,DYNAMATIC TECHNOLOGIES,0,,0,0.05,1,EQ,NSE,NSE
5456385,21314,DYNPRO,DYNEMIC PRODUCTS,0,,0,0.05,1,EQ,NSE,NSE
714753,2792,EASEMYTRIP,EASY TRIP PLANNERS,0,,0,0.05,1,EQ,NSE,NSE
2976001,11625,EBANK,EDELWEISS ETF-NIFTY BANK,0,,0,0.01,1,EQ,NSE,NSE
4152833,16222,EBBETF0423,EDELAMC - EBBETF0423,0,,0,0.01,1,EQ,NSE,NSE
5694209,22243,EBBETF0425,EDELAMC - EBBETF0425,0,,0,0.01,1,EQ,NSE,NSE
4160769,16253,EBBETF0430,EDELAMC - EBBETF0430,0,,0,0.01,1,EQ,NSE,NSE
5693185,22239,EBBETF0431,EDELAMC - EBBETF0431,0,,0,0.01,1,EQ,NSE,NSE
6244097,24391,EBIXFOREX,EBIXCASH WRLD MONEY IND,0,,0,0.05,1,EQ,NSE,NSE
3885825,15179,ECLERX,ECLERX SERVICES,0,,0,0.05,1,EQ,NSE,NSE
3870465,15119,EDELWEISS,EDELWEISS FIN SERV,0,,0,0.05,1,EQ,NSE,NSE
232961,910,EICHERMOT,EICHER MOTORS,0,,0,0.05,1,EQ,NSE,NSE
234497,916,EIDPARRY,EID PARRY INDIA,0,,0,0.05,1,EQ,NSE,NSE
3942145,15399,EIHAHOTELS,EIH ASSOCIATED HOTELS,0,,0,0.05,1,EQ,NSE,NSE
235265,919,EIHOTEL,EIH,0,,0,0.05,1,EQ,NSE,NSE
1034241,4040,EIMCOELECO,EIMCO ELECON (INDIA),0,,0,0.05,1,EQ,NSE,NSE
3351297,13091,EKC,EVEREST KANTO CYLINDERLTD,0,,0,0.05,1,EQ,NSE,NSE
3492609,13643,ELECON,ELECON ENG. CO.,0,,0,0.05,1,EQ,NSE,NSE
237569,928,ELECTCAST,ELECTROSTEEL CASTINGS,0,,0,0.05,1,EQ,NSE,NSE
1144065,4469,ELECTHERM,ELECTROTHERM (I).,0,,0,0.05,1,EQ,NSE,NSE
239873,937,ELGIEQUIP,ELGI EQUIPMENTS,0,,0,0.05,1,EQ,NSE,NSE
6380545,24924,ELGIRUBCO,ELGI RUBBER CO.,0,,0,0.05,1,EQ,NSE,NSE
3460353,13517,EMAMILTD,EMAMI,0,,0,0.05,1,EQ,NSE,NSE
2578945,10074,EMAMIPAP,EMAMI PAPER MILLS,0,,0,0.05,1,EQ,NSE,NSE
4934913,19277,EMAMIREAL,EMAMI REALTY,0,,0,0.05,1,EQ,NSE,NSE
3435777,13421,EMKAY,EMKAY GLOBAL FIN SERV,0,,0,0.05,1,EQ,NSE,NSE
4644353,18142,EMMBI,EMMBI INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
4818433,18822,ENDURANCE,ENDURANCE TECHNO..,0,,0,0.05,1,EQ,NSE,NSE
3852545,15049,ENERGYDEV,ENERGY DEVE. CO.LTD,0,,0,0.05,1,EQ,NSE,NSE
1256193,4907,ENGINERSIN,ENGINEERS INDIA,0,,0,0.05,1,EQ,NSE,NSE
3377153,13192,ENIL,ENTERTAIN NET. IND..,0,,0,0.05,1,EQ,NSE,NSE
251137,981,EPL,EPL,0,,0,0.05,1,EQ,NSE,NSE
4396545,17174,EQ30,EDEL ETF NIFTY 100 QUAL30,0,,0,0.01,1,EQ,NSE,NSE
4314113,16852,EQUITAS,EQUITAS HOLDINGS,0,,0,0.05,1,EQ,NSE,NSE
233729,913,EQUITASBNK,EQUITAS SMALL FIN BNK,0,,0,0.05,1,EQ,NSE,NSE
5415425,21154,ERIS,ERIS LIFESCIENCES,0,,0,0.05,1,EQ,NSE,NSE
5140481,20080,EROSMEDIA,EROS INTL MEDIA,0,,0,0.05,1,EQ,NSE,NSE
244481,955,ESABINDIA,ESAB INDIA,0,,0,0.05,1,EQ,NSE,NSE
245249,958,ESCORTS,ESCORTS INDIA,0,,0,0.05,1,EQ,NSE,NSE
6562305,25634,ESSARSHPNG,ESSAR SHIPPING,0,,0,0.05,1,EQ,NSE,NSE
6211841,24265,ESTER,ESTER INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
255745,999,EUROTEXIND,EUROTEX INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
3016193,11782,EVEREADY,EVEREADY INDS. IND. .,0,,0,0.05,1,EQ,NSE,NSE
254209,993,EVERESTIND,EVEREST INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
2936577,11471,EXCELINDUS,EXCEL INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
173057,676,EXIDEIND,EXIDE INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
4476417,17486,EXPLEOSOL,EXPLEO SOLUTIONS,0,,0,0.05,1,EQ,NSE,NSE
258049,1008,FACT,FACT,0,,0,0.05,1,EQ,NSE,NSE
413185,1614,FAIRCHEMOR,FAIRCHEM ORGANICS,0,,0,0.05,1,EQ,NSE,NSE
1586689,6198,FCL,FINEOTEX CHEMICAL,0,,0,0.05,1,EQ,NSE,NSE
7689729,30038,FCONSUMER,FUTURE CONSUMER,0,,0,0.05,1,EQ,NSE,NSE
1253889,4898,FDC,FDC,0,,0,0.05,1,EQ,NSE,NSE
261889,1023,FEDERALBNK,FEDERAL BANK,0,,0,0.05,1,EQ,NSE,NSE
2692097,10516,FEL,FUTURE ENTERPRISES,0,,0,0.05,1,EQ,NSE,NSE
4352513,17002,FELDVR,FUTURE ENTERPRISES,0,,0,0.05,1,EQ,NSE,NSE
3509761,13710,FIEMIND,FIEM INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
6280193,24532,FILATEX,FILATEX INDIA,0,,0,0.05,1,EQ,NSE,NSE
265729,1038,FINCABLES,FINOLEX CABLES,0,,0,0.05,1,EQ,NSE,NSE
958465,3744,FINEORG,FINE ORGANIC IND..,0,,0,0.05,1,EQ,NSE,NSE
266497,1041,FINPIPE,FINOLEX INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
7872513,30752,FLFL,FUT LIFESTYLE FASH,0,,0,0.05,1,EQ,NSE,NSE
3520001,13750,FLUOROCHEM,GUJARAT FLUOROCHEM,0,,0,0.05,1,EQ,NSE,NSE
304641,1190,FMGOETZE,FEDERAL-MOGUL GOETZE (IND,0,,0,0.05,1,EQ,NSE,NSE
5380353,21017,FMNL,FUTURE MKT NETWORKS,0,,0,0.05,1,EQ,NSE,NSE
2962689,11573,FORCEMOT,FORCE MOTORS,0,,0,0.05,1,EQ,NSE,NSE
3735553,14592,FORTIS,FORTIS HEALTHCARE,0,,0,0.05,1,EQ,NSE,NSE
274689,1073,FOSECOIND,FOSECO INDIA,0,,0,0.05,1,EQ,NSE,NSE
4704769,18378,FRETAIL,FUTURE RETAIL,0,,0,0.05,1,EQ,NSE,NSE
190465,744,FSC,FUTURE SUPP CHAIN SOL,0,,0,0.05,1,EQ,NSE,NSE
3661825,14304,FSL,FIRSTSOURCE SOLU..,0,,0,0.05,1,EQ,NSE,NSE
385793,1507,G5,MOTILALAMC - G5,0,,0,0.01,1,EQ,NSE,NSE
277761,1085,GABRIEL,GABRIEL INDIA,0,,0,0.05,1,EQ,NSE,NSE
2259969,8828,GAEL,GUJARAT AMBUJA EXPORTS LT,0,,0,0.05,1,EQ,NSE,NSE
1207553,4717,GAIL,GAIL (INDIA),0,,0,0.05,1,EQ,NSE,NSE
336641,1315,GALAXYSURF,GALAXY SURFACTANTS,0,,0,0.05,1,EQ,NSE,NSE
3414273,13337,GALLANTT,GALLANTT METAL,0,,0,0.05,1,EQ,NSE,NSE
5155841,20140,GALLISPAT,GALLANTT ISPAT,0,,0,0.05,1,EQ,NSE,NSE
3939585,15389,GAMMNINFRA,GAMMON INFRA PROJ.,0,,0,0.05,1,EQ,NSE,NSE
3613697,14116,GANDHITUBE,GANDHI SPL. TUBES,0,,0,0.05,1,EQ,NSE,NSE
1777665,6944,GANECOS,GANESHA ECOSPHERE,0,,0,0.05,1,EQ,NSE,NSE
3670785,14339,GANESHHOUC,GANESH HOUSING CORP,0,,0,0.05,1,EQ,NSE,NSE
5478145,21399,GANGESSECU,GANGES SECURITIES,0,,0,0.05,1,EQ,NSE,NSE
281601,1100,GARFIBRES,GARWARE TECH FIBRES,0,,0,0.05,1,EQ,NSE,NSE
3504129,13688,GATI,GATI,0,,0,0.05,1,EQ,NSE,NSE
945409,3693,GAYAHWS,GAYATRI HIGHWAYS,0,,0,0.05,1,EQ,NSE,NSE
6405889,25023,GAYAPROJ,GAYATRI PROJECTS,0,,0,0.05,1,EQ,NSE,NSE
3004161,11735,GDL,GATEWAY DISTRIPARKS.,0,,0,0.05,1,EQ,NSE,NSE
3496449,13658,GEECEE,GEECEE VENTURES,0,,0,0.05,1,EQ,NSE,NSE
4588033,17922,GEEKAYWIRE,GEEKAY WIRES,0,,0,0.05,1,EQ,NSE,NSE
560129,2188,GENCON,GENERIC ENG CONS PROJ,0,,0,0.05,1,EQ,NSE,NSE
2791681,10905,GENESYS,GENESYS INTL CORPN,0,,0,0.05,1,EQ,NSE,NSE
1689601,6600,GENUSPAPER,GENUS P&B,0,,0,0.05,1,EQ,NSE,NSE
3047681,11905,GENUSPOWER,GENUS POWER INFRASTRU,0,,0,0.05,1,EQ,NSE,NSE
3045377,11896,GEOJITFSL,GEOJIT FINANCIAL SER L,0,,0,0.05,1,EQ,NSE,NSE
2012673,7862,GEPIL,GE POWER INDIA,0,,0,0.05,1,EQ,NSE,NSE
3526657,13776,GESHIP,THE GE SHPG.LTD,0,,0,0.05,1,EQ,NSE,NSE
4296449,16783,GET&D,GE T&D INDIA,0,,0,0.05,1,EQ,NSE,NSE
329985,1289,GFLLIMITED,GFL,0,,0,0.05,1,EQ,NSE,NSE
2836481,11080,GFSTEELS,GRAND FOUNDRY,0,,0,0.05,1,EQ,NSE,NSE
288513,1127,GHCL,GHCL,0,,0,0.05,1,EQ,NSE,NSE
291585,1139,GICHSGFIN,GIC HOUSING FINANCE,0,,0,0.05,1,EQ,NSE,NSE
70913,277,GICRE,GENERAL INS CORP OF INDIA,0,,0,0.05,1,EQ,NSE,NSE
4566785,17839,GILLANDERS,GILLANDERS ARBUTHNOT,0,,0,0.05,1,EQ,NSE,NSE
403457,1576,GILLETTE,GILLETTE INDIA,0,,0,0.05,1,EQ,NSE,NSE
292353,1142,GINNIFILA,GINNI FILAMENTS,0,,0,0.05,1,EQ,NSE,NSE
293121,1145,GIPCL,GUJ IND POW CO.,0,,0,0.05,1,EQ,NSE,NSE
4350977,16996,GISOLUTION,GI ENGINEERING SOLNS,0,,0,0.05,1,EQ,NSE,NSE
4443393,17357,GKWLIMITED,GKW,0,,0,0.05,1,EQ,NSE,NSE
303617,1186,GLAND,GLAND PHARMA,0,,0,0.05,1,EQ,NSE,NSE
295169,1153,GLAXO,GLAXOSMITHKLINE PHARMA LT,0,,0,0.05,1,EQ,NSE,NSE
1895937,7406,GLENMARK,GLENMARK PHARMACEUTICALS,0,,0,0.05,1,EQ,NSE,NSE
295937,1156,GLFL,GUJARAT LEASE FINANCING L,0,,0,0.05,1,EQ,NSE,NSE
362241,1415,GLOBAL,GLOBAL EDUCATION,0,,0,0.05,1,EQ,NSE,NSE
3516161,13735,GLOBALVECT,GLOBAL VEC HELICORP,0,,0,0.05,1,EQ,NSE,NSE
4460545,17424,GLOBUSSPR,GLOBUS SPIRITS,0,,0,0.05,1,EQ,NSE,NSE
299009,1168,GMBREW,G M BREWERIES,0,,0,0.05,1,EQ,NSE,NSE
1332225,5204,GMDCLTD,GUJARAT MINERAL DEV CORP,0,,0,0.05,1,EQ,NSE,NSE
401921,1570,GMMPFAUDLR,GMM PFAUDLER,0,,0,0.05,1,EQ,NSE,NSE
3463169,13528,GMRINFRA,GMR INFRASTRUCTURE.,0,,0,0.05,1,EQ,NSE,NSE
4754177,18571,GNA,GNA AXLES,0,,0,0.05,1,EQ,NSE,NSE
300545,1174,GNFC,GUJ NAR VAL FER & CHEM L,0,,0,0.05,1,EQ,NSE,NSE
3759873,14687,GOACARBON,GOA CARBON,0,,0,0.05,1,EQ,NSE,NSE
1014529,3963,GOCLCORP,GOCL CORPORATION,0,,0,0.05,1,EQ,NSE,NSE
302337,1181,GODFRYPHLP,GODFREY PHILLIPS INDIA LT,0,,0,0.05,1,EQ,NSE,NSE
36865,144,GODREJAGRO,GODREJ AGROVET,0,,0,0.05,1,EQ,NSE,NSE
2585345,10099,GODREJCP,GODREJ CONSUMER PRODUCTS,0,,0,0.05,1,EQ,NSE,NSE
2796801,10925,GODREJIND,GODREJ INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
4576001,17875,GODREJPROP,GODREJ PROPERTIES,0,,0,0.05,1,EQ,NSE,NSE
3015169,11778,GOKEX,GOKALDAS EXPORTS.,0,,0,0.05,1,EQ,NSE,NSE
4276481,16705,GOKUL,GOKUL REFOILS & SOLV,0,,0,0.05,1,EQ,NSE,NSE
3706881,14480,GOKULAGRO,GOKUL AGRO RESOURCES,0,,0,0.05,1,EQ,NSE,NSE
3693569,14428,GOLDBEES,NIP IND ETF GOLD BEES,0,,0,0.01,1,EQ,NSE,NSE
321281,1255,GOLDENTOBC,GOLDEN TOBACCO,0,,0,0.05,1,EQ,NSE,NSE
3064577,11971,GOLDIAM,GOLDIAM INTERNATIONAL,0,,0,0.05,1,EQ,NSE,NSE
3720961,14535,GOLDSHARE,UTI GOLD ETF,0,,0,0.05,1,EQ,NSE,NSE
2527745,9874,GOLDTECH,GOLDSTONE TECHNOLOGIES LT,0,,0,0.05,1,EQ,NSE,NSE
1568001,6125,GOODLUCK,GOODLUCK INDIA,0,,0,0.05,1,EQ,NSE,NSE
308481,1205,GOODYEAR,GOODYEAR INDIA,0,,0,0.05,1,EQ,NSE,NSE
3432705,13409,GPIL,GODAWARI POW & ISP,0,,0,0.05,1,EQ,NSE,NSE
5051137,19731,GPPL,GUJARAT PIPAVAV PORT,0,,0,0.05,1,EQ,NSE,NSE
4527361,17685,GPTINFRA,GPT INFRAPROJECTS,0,,0,0.05,1,EQ,NSE,NSE
3039233,11872,GRANULES,GRANULES INDIA,0,,0,0.05,1,EQ,NSE,NSE
151553,592,GRAPHITE,GRAPHITE INDIA,0,,0,0.05,1,EQ,NSE,NSE
315393,1232,GRASIM,GRASIM INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
5256705,20534,GRAVITA,GRAVITA INDIA,0,,0,0.05,1,EQ,NSE,NSE
316161,1235,GREAVESCOT,GREAVES COTTON.,0,,0,0.05,1,EQ,NSE,NSE
1753089,6848,GREENLAM,GREENLAM INDUSTRIES.,0,,0,0.05,1,EQ,NSE,NSE
3535361,13810,GREENPANEL,GREENPANEL INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
1020673,3987,GREENPLY,GREENPLY INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
5148161,20110,GREENPOWER,ORIENT GREEN POWER CO,0,,0,0.05,1,EQ,NSE,NSE
3471361,13560,GRINDWELL,GRINDWELL NORTON,0,,0,0.05,1,EQ,NSE,NSE
4549121,17770,GROBTEA,THE GROB TEA COMPANY,0,,0,0.05,1,EQ,NSE,NSE
1675009,6543,GRPLTD,GRP,0,,0,0.05,1,EQ,NSE,NSE
1401601,5475,GRSE,GARDEN REACH SHIP&ENG,0,,0,0.05,1,EQ,NSE,NSE
7641601,29850,GSCLCEMENT,GUJARAT SIDHEE CEM..,0,,0,0.05,1,EQ,NSE,NSE
319233,1247,GSFC,GUJ STATE FERT & CHEM,0,,0,0.05,1,EQ,NSE,NSE
3378433,13197,GSPL,GUJARAT STATE PETRO,0,,0,0.05,1,EQ,NSE,NSE
3928833,15347,GSS,GSS INFOTECH,0,,0,0.05,1,EQ,NSE,NSE
297473,1162,GTL,GTL,0,,0,0.05,1,EQ,NSE,NSE
3518721,13745,GTLINFRA,GTL INFRA.LTD,0,,0,0.05,1,EQ,NSE,NSE
3449089,13473,GTNTEX,GTN TEXTILES,0,,0,0.05,1,EQ,NSE,NSE
5425921,21195,GTPL,GTPL HATHWAY,0,,0,0.05,1,EQ,NSE,NSE
2971137,11606,GUFICBIO,GUFIC BIOSCIENCES.,0,,0,0.05,1,EQ,NSE,NSE
324353,1267,GUJALKALI,GUJARAT ALKALIES & CHEM,0,,0,0.05,1,EQ,NSE,NSE
3757313,14677,GUJAPOLLO,GUJ. APOLLO IND..,0,,0,0.05,1,EQ,NSE,NSE
2713345,10599,GUJGASLTD,GUJARAT GAS,0,,0,0.05,1,EQ,NSE,NSE
1124097,4391,GULFOILLUB,GULF OIL LUB. IND..,0,,0,0.05,1,EQ,NSE,NSE
2964737,11581,GULFPETRO,GP PETROLEUMS,0,,0,0.05,1,EQ,NSE,NSE
1609217,6286,GULPOLY,GULSHAN POLYOLS,0,,0,0.05,1,EQ,NSE,NSE
589569,2303,HAL,HINDUSTAN AERONAUTICS,0,,0,0.05,1,EQ,NSE,NSE
12289,48,HAPPSTMNDS,HAPPIEST MINDS TECHNO,0,,0,0.05,1,EQ,NSE,NSE
336129,1313,HARRMALAYA,HARRISON MALAYALAM,0,,0,0.05,1,EQ,NSE,NSE
4647425,18154,HATHWAY,HATHWAY CABLE & DATACOM,0,,0,0.05,1,EQ,NSE,NSE
996353,3892,HATSUN,HATSUN AGRO PRODUCT.,0,,0,0.05,1,EQ,NSE,NSE
2513665,9819,HAVELLS,HAVELLS INDIA,0,,0,0.05,1,EQ,NSE,NSE
5742849,22433,HBANKETF,HDFCAMC - HBANKETF,0,,0,0.01,1,EQ,NSE,NSE
3575297,13966,HBLPOWER,HBL POWER SYSTEMS.,0,,0,0.05,1,EQ,NSE,NSE
1053697,4116,HBSL,HB STOCKHOLDINGS,0,,0,0.05,1,EQ,NSE,NSE
352001,1375,HCC,HINDUSTAN CONSTRUCTION CO,0,,0,0.05,1,EQ,NSE,NSE
